,MotieID,date,Indiener,Indiener_party,Medeindiener_1,Medeindiener_party_1,Medeindiener_2,Medeindiener_party_2,Medeindiener_3,Medeindiener_party_3,Medeindiener_4,Medeindiener_party_4,Medeindiener_5,Medeindiener_party_5,Medeindiener_6,Medeindiener_party_6,Medeindiener_7,Medeindiener_party_7,Medeindiener_8,Medeindiener_party_8,Medeindiener_9,Medeindiener_party_9,Medeindiener_10,Medeindiener_party_10,Medeindiener_11,Medeindiener_party_11,Medeindiener_12,Medeindiener_party_12,Medeindiener_13,Medeindiener_party_13
210,21501-20-1432,21 maart 2019,Eerste ondertekenaar Kees Verhoeven, Democraten 66,Mede ondertekenaar Bram van Ojik, GroenLinks,Mede ondertekenaar Lodewijk Asscher, Partij van de Arbeid,Mede ondertekenaar M.J. van Rooijen, 50PLUS,Mede ondertekenaar Pieter Omtzigt, Christen-Democratisch Appèl,Mede ondertekenaar Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,
211,21501-20-1435,25 april 2019,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
212,21501-20-1436,25 april 2019,Lodewijk Asscher, Partij van de Arbeid,Rob Jetten, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
213,21501-20-1437,25 april 2019,Lodewijk Asscher, Partij van de Arbeid,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
214,21501-20-1438,25 april 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
215,21501-20-1439,25 april 2019,Renske Leijten, Socialistische Partij,Vicky Maeijer, Partij voor de Vrijheid,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,
216,21501-20-1440,25 april 2019,Rob Jetten, Democraten 66,Tjeerd de Groot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
217,21501-20-1441,25 april 2019,M.J. van Rooijen, 50PLUS,Roelof Bisschop, Staatkundig Gereformeerde Partij,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
218,21501-20-1442,25 april 2019,M.J. van Rooijen, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
219,21501-20-1443,25 april 2019,Roelof Bisschop, Staatkundig Gereformeerde Partij,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
220,21501-20-1444,25 april 2019,Vicky Maeijer, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
221,21501-20-1445,25 april 2019,Vicky Maeijer, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
222,21501-20-1446,25 april 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
223,21501-20-1447,25 april 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
224,21501-20-1448,25 april 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
225,21501-20-1449,25 april 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
226,21501-20-1460,18 juni 2019,Lodewijk Asscher, Partij van de Arbeid,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
227,21501-20-1461,18 juni 2019,Lodewijk Asscher, Partij van de Arbeid,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
228,21501-20-1462,18 juni 2019,Bram van Ojik, GroenLinks,Renske Leijten, Socialistische Partij,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
229,21501-20-1463,18 juni 2019,Bram van Ojik, GroenLinks,N. Drost, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
230,21501-20-1464,18 juni 2019,Renske Leijten, Socialistische Partij,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
231,21501-20-1465,18 juni 2019,Chris Stoffer, Staatkundig Gereformeerde Partij,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
232,21501-20-1466,18 juni 2019,Chris Stoffer, Staatkundig Gereformeerde Partij,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
233,21501-20-1470,4 september 2019,Renske Leijten, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
234,21501-20-1471,4 september 2019,Pieter Omtzigt, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
235,21501-20-1472,4 september 2019,Pieter Omtzigt, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
236,21501-30-441,25 september 2018,Martin Wörsdörfer, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
237,21501-30-443,9 oktober 2018,Eerste ondertekenaar Martin Wörsdörfer, Volkspartij voor Vrijheid en Democratie,Indiener: M.C.G. Keijzer, staatssecretaris van Economische Zaken en Klimaat,,,,,,,,,,,,,,,,,,,,,,,,
238,21501-30-447,28 november 2018,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
239,21501-30-448,28 november 2018,Mahir Alkaya, Socialistische Partij,Maarten Hijink, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
240,21501-31-514,17 april 2019,Léon de Jong, Partij voor de Vrijheid,Vicky Maeijer, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
241,21501-31-515,17 april 2019,Léon de Jong, Partij voor de Vrijheid,Vicky Maeijer, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
242,21501-31-516,17 april 2019,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
243,21501-31-517,17 april 2019,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
244,21501-31-518,17 april 2019,Corrie van Brenk, 50PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,
245,21501-31-519,17 april 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
246,21501-31-520,17 april 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
247,21501-31-521,17 april 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
248,21501-32-1123,13 september 2018,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
249,21501-32-1129,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
250,21501-32-1130,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
251,21501-32-1131,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
252,21501-32-1132,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
253,21501-32-1133,18 oktober 2018,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
254,21501-32-1134,18 oktober 2018,Jaco Geurts, Christen-Democratisch Appèl,Tjeerd de Groot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
255,21501-32-1140,12 december 2018,Esther Ouwehand, Partij voor de Dieren,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
256,21501-32-1141,12 december 2018,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
257,21501-32-1142,12 december 2018,Tjeerd de Groot, Democraten 66,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Maurits von Martels, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
258,21501-32-1143,12 december 2018,Tjeerd de Groot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
259,21501-32-1144,12 december 2018,Tjeerd de Groot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,,,
260,21501-32-1145,12 december 2018,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
261,21501-32-1151,24 januari 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
262,21501-32-1152,24 januari 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
263,21501-32-1153,24 januari 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
264,21501-32-1154,24 januari 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
265,21501-32-1155,24 januari 2019,Jaco Geurts, Christen-Democratisch Appèl,Helma Lodders, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
266,21501-32-1156,24 januari 2019,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
267,21501-32-1157,24 januari 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
268,21501-32-1158,24 januari 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
269,21501-32-1162,28 maart 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
270,21501-32-1163,28 maart 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
271,21501-32-1164,28 maart 2019,Helma Lodders, Volkspartij voor Vrijheid en Democratie,Frank Futselaar, Socialistische Partij,Carla Dik-Faber, ChristenUnie,Tjeerd de Groot, Democraten 66,Jaco Geurts, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,
272,21501-32-1165,2 april 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
273,21501-32-1171,15 mei 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
274,21501-32-1172,15 mei 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
275,21501-32-1174,21 mei 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
276,21501-32-1175,21 mei 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,Indiener: Attje Kuiken, Partij van de Arbeid,Indiener: Attje Kuiken, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
277,21501-32-1176,21 mei 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
278,21501-32-1183,11 juni 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
279,21501-32-1188,4 juli 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
280,21501-32-1189,4 juli 2019,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
281,21501-33-726,21 november 2018,Lammert van Raan, Partij voor de Dieren,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
282,21501-33-727,21 november 2018,Lammert van Raan, Partij voor de Dieren,C. Teunissen, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
283,21501-33-728,21 november 2018,Lammert van Raan, Partij voor de Dieren,C. Teunissen, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
284,21501-33-729,21 november 2018,Lammert van Raan, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
285,21501-33-730,21 november 2018,Gijs van Dijk, Partij van de Arbeid,Cem Laçin, Socialistische Partij,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
286,21501-33-731,21 november 2018,Cem Laçin, Socialistische Partij,Gijs van Dijk, Partij van de Arbeid,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
287,21501-33-734,28 november 2018,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Sjoerd Sjoerdsma, Democraten 66,Mahir Alkaya, Socialistische Partij,Joba van den Berg, Christen-Democratisch Appèl,Laura Bromet, GroenLinks,,,,,,,,,,,,,,,,,,
288,21501-33-747,20 februari 2019,Joba van den Berg, Christen-Democratisch Appèl,Sjoerd Sjoerdsma, Democraten 66,Indiener: Hayke Veldman, Volkspartij voor Vrijheid en Democratie,Indiener: Isabelle Diks, GroenLinks,Indiener: S.A. Blok, minister van Buitenlandse Zaken,Indiener: S.A. Blok, minister van Buitenlandse Zaken,Arne Weverling, Volkspartij voor Vrijheid en Democratie,Indiener: F.B.J. Grapperhaus, minister van Justitie en Veiligheid,Indiener: T.J.E. van Toor, griffier,,,,,,,,,,
289,21501-33-748,20 februari 2019,Joba van den Berg, Christen-Democratisch Appèl,Martin Wörsdörfer, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
290,21501-33-749,20 februari 2019,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
291,21501-33-750,20 februari 2019,Bram van Ojik, GroenLinks,Sjoerd Sjoerdsma, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
292,21501-33-758,2 april 2019,Frank Wassenberg, Partij voor de Dieren,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
293,21501-33-759,9 april 2019,Eerste ondertekenaar Frank Wassenberg, Partij voor de Dieren,Mede ondertekenaar Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
294,22054-306,20 februari 2019,Sadet Karabulut, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
295,22054-307,20 februari 2019,Sadet Karabulut, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
296,22054-308,20 februari 2019,Wybren van Haga, Van Haga,,,,,,,,,,,,,,,,,,,,,,,,,,
297,22054-309,20 februari 2019,Wybren van Haga, Van Haga,,,,,,,,,,,,,,,,,,,,,,,,,,
298,22054-310,20 februari 2019,Bram van Ojik, GroenLinks,Isabelle Diks, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
299,22112-2724,20 november 2018,Michiel van Nispen, Socialistische Partij,Madeleine van Toorenburg, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
300,22112-2725,20 november 2018,Vicky Maeijer, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
301,22112-2726,20 november 2018,Vicky Maeijer, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
302,22112-2727,20 november 2018,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
303,22112-2774,20 februari 2019,Pieter Omtzigt, Christen-Democratisch Appèl,Kees Verhoeven, Democraten 66,Bram van Ojik, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
304,22452-60,3 juli 2018,Z. Özdil, GroenLinks,Frank Futselaar, Socialistische Partij,Judith Tielen, Volkspartij voor Vrijheid en Democratie,Kirsten van den Hul, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,
305,22452-61,3 juli 2018,Z. Özdil, GroenLinks,Judith Tielen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
306,22452-62,3 juli 2018,Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
307,22452-64,3 juli 2018,Judith Tielen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
308,22452-65,3 juli 2018,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
309,22452-68,5 juli 2018,Eerste ondertekenaar Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
310,22452-74,5 juni 2019,Harry van der Molen, Christen-Democratisch Appèl,Judith Tielen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,
311,22452-75,5 juni 2019,Harry van der Molen, Christen-Democratisch Appèl,Lisa Westerveld, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
312,22452-76,5 juni 2019,Roelof Bisschop, Staatkundig Gereformeerde Partij,Harry van der Molen, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
313,23645-672,27 september 2018,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
314,23645-673,27 september 2018,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
315,23645-674,27 september 2018,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
316,23645-675,27 september 2018,Erik Ziengs, Volkspartij voor Vrijheid en Democratie,Maurits von Martels, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
317,23645-676,27 september 2018,Suzanne Kröger, GroenLinks,Corrie van Brenk, 50PLUS,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
318,23645-677,27 september 2018,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
319,23645-678,27 september 2018,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
320,23645-679,2 oktober 2018,Eerste ondertekenaar Erik Ziengs, Volkspartij voor Vrijheid en Democratie,Mede ondertekenaar Maurits von Martels, Christen-Democratisch Appèl,Mede ondertekenaar Matthijs Sienot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
321,23645-691,18 april 2019,Roy van Aalst, Partij voor de Vrijheid,Lilian Helder, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
322,23645-692,18 april 2019,Roy van Aalst, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
323,23645-693,18 april 2019,Roy van Aalst, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
324,23645-694,18 april 2019,Cem Laçin, Socialistische Partij,Gijs van Dijk, Partij van de Arbeid,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,
325,23645-695,18 april 2019,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
326,23645-696,18 april 2019,Gijs van Dijk, Partij van de Arbeid,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
327,23645-697,18 april 2019,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
328,23645-698,18 april 2019,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
329,23645-699,18 april 2019,Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
330,23645-700,18 april 2019,Maurits von Martels, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
331,23645-701,23 april 2019,Eerste ondertekenaar Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
332,23645-702,23 april 2019,Eerste ondertekenaar Suzanne Kröger, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
333,23645-703,25 april 2019,Cem Laçin, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
334,23987-335,28 maart 2019,Pieter Omtzigt, Christen-Democratisch Appèl,Chris van Dam, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
335,23987-336,28 maart 2019,Renske Leijten, Socialistische Partij,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
336,23987-337,28 maart 2019,Lodewijk Asscher, Partij van de Arbeid,Martijn van Helvert, Christen-Democratisch Appèl,Lilianne Ploumen, Partij van de Arbeid,Lammert van Raan, Partij voor de Dieren,Kees Verhoeven, Democraten 66,Renske Leijten, Socialistische Partij,Indiener: S.A. Blok, minister van Buitenlandse Zaken,Tunahan Kuzu, DENK,Pieter Omtzigt, Christen-Democratisch Appèl,N. Drost, ChristenUnie,Kathalijne Buitenweg, GroenLinks,M.J. van Rooijen, 50PLUS,,,,
